0 14
0.1 36
0.2 7
0.3 11
0.4 16
0.5 39
0.6 5
0.7 8
0.8 23
0.9 5
1 53
1.1 9
1.2 1
1.3 3
1.4 32
1.5 7
1.6 8
1.7 9
1.8 7
1.9 21
2 13
2.1 30
2.2 8
2.3 23
2.4 11
2.5 51
2.6 22
2.7 13
2.8 8
2.9 1
3 27
3.1 30
3.2 11
3.3 3
3.4 4
3.5 30
3.6 37
3.7 10
3.8 11
3.9 33
4 16
4.1 36
4.2 14
4.3 8
4.4 16
4.5 36
4.6 35
4.7 7
4.8 32
4.9 21
5 75
5.1 3
5.2 41
5.3 34
5.4 13
5.5 25
5.6 1
5.7 42
